Feature,Contribution
cell_x_dl_tx > 0.48,-0.01666631881904772
ul_total_bytes_non_incr <= -0.61,0.01107947667679082
ul_bitrate > 0.04,0.008584916928921923
dl_total_bytes_non_incr <= -0.59,-0.0057166418470495925
0.00 < cell_x_ul_tx <= 0.17,0.005555331826079158
dl_bitrate <= -0.60,-0.005332452220173997
-0.29 < cell_x_ul_retx <= 0.00,-0.0042117277930613884
cell_x_dl_retx > 0.39,-0.001246075855781174
