Feature,Contribution
-0.51 < cell_x_dl_tx <= -0.00,0.01051353109147296
-0.11 < ul_bitrate <= 0.04,0.0075537416038832655
-0.11 < ul_total_bytes_non_incr <= 0.33,-0.00659558255934026
-0.45 < cell_x_dl_retx <= -0.07,0.004983840395762817
-0.59 < dl_total_bytes_non_incr <= -0.09,-0.0023822492198987827
-0.60 < dl_bitrate <= -0.09,-0.001629023071427911
0.00 < cell_x_ul_tx <= 0.17,0.001157173323021515
-0.29 < cell_x_ul_retx <= 0.00,0.0003847794145741253
