Feature,Contribution
cell_x_dl_tx <= -2.22,0.11232616164472005
-0.31 < ul_total_bytes_non_incr <= 0.08,-0.10211426613051158
-0.12 < dl_total_bytes_non_incr <= 0.05,-0.09484445562576913
ul_bitrate <= -0.50,-0.0882645284809891
cell_x_ul_retx <= -1.46,0.07507830987869751
cell_x_ul_tx <= -1.56,0.07436749208964809
dl_bitrate <= -1.60,0.034217960990650324
cell_x_dl_retx <= -0.63,0.02252820058071004
