Feature,Contribution
dl_total_bytes_non_incr > 0.05,0.20600447706089345
dl_bitrate > 0.26,0.18862682997287608
cell_x_dl_retx > 0.24,0.1772285017702269
-0.25 < cell_x_dl_tx <= 0.46,-0.14635561356754584
-0.15 < ul_bitrate <= 0.84,-0.10385896233721706
-0.31 < ul_total_bytes_non_incr <= 0.08,-0.08421593965238776
-0.13 < cell_x_ul_tx <= 0.15,-0.030271173231976305
-0.21 < cell_x_ul_retx <= 0.23,-0.020585399999261057
