Feature,Contribution
ul_bitrate > 0.84,0.315636076853454
-2.22 < cell_x_dl_tx <= -0.25,-0.129220686933574
-0.32 < cell_x_dl_retx <= 0.24,-0.10480055753913678
-1.60 < dl_bitrate <= -0.37,-0.09500056564029158
ul_total_bytes_non_incr <= -0.87,-0.048514105001874974
dl_total_bytes_non_incr <= -1.05,-0.03007530146516796
-1.56 < cell_x_ul_tx <= -0.13,0.015815447901127308
-1.46 < cell_x_ul_retx <= -0.21,-0.005024821186963173
